playlist_name,track_name,album_name,popularity,release_date,duration
Música do antigamente,Dale palo,"Carribean Merengues (1950 - 1960), Vol. 2",0,2011-09-02,168600
Lina's spanish songs,Mientes Tan Bien,De Viaje,71,2003-10-01,227613
Lina's spanish songs,Mientes,Dejarte De Amar,73,2010-02-09,205160
Lina's spanish songs,Ojalá Pudiera Borrarte,Amar es Combatir,56,2006-08-22,296493
Lina's spanish songs,Todo Cambió,Todo Cambio,73,1905-06-28,193826
Lina's spanish songs,Bendita Tu Luz,Exiliados en la Bahia: Lo mejor de Mana (Correcta),0,2012-08-24,263880
Lina's spanish songs,Tu Amor Me Hace Bien - Salsa Version,Valio La Pena,70,2004-07-27,300160
Lina's spanish songs,Volverte A Ver,Mi Sangre,68,2004-01-01,217560
Lina's spanish songs,El Amor,El Patrón,2,2015-04-30,246800
Lina's spanish songs,Yo No Sé Mañana,Ciclos,74,2009-05-19,259853
Lina's spanish songs,Noviembre Sin Ti,Reik,58,2005-05-24,203226
Lina's spanish songs,La Botella,Desde Abajo,0,2005-01-01,179213
Lina's spanish songs,Causa Y Efecto,Gran City Pop (International Regular Deluxe Version),30,2009-01-01,205880
Lina's spanish songs,Mariposa Traicionera,Six Pack: Maná - EP,60,2010-03-16,264599
Lina's spanish songs,Me Enamora,La Vida Es Un Ratico En Vivo,0,2008-01-01,192613
Lina's spanish songs,Ahora Quien - Salsa Version,Valio La Pena,64,2004-07-27,309586
Lina's spanish songs,Labios Compartidos,Amar es Combatir,51,2006-08-22,317626
Lina's spanish songs,A Dios Le Pido,Un Día Normal,71,2002-01-01,205373
Lina's spanish songs,Me Enamoré de Ti,No Hay Imposibles,63,2010-02-23,263666
Lina's spanish songs,Andar Conmigo,Si,71,2003-11-18,193373
Lina's spanish songs,Abrázame,Todo Cambio,63,1905-06-28,230720
Lina's spanish songs,Suelta Mi Mano,Mañana,66,2005-11-18,240306
Lina's spanish songs,Que Lloro,De Viaje,72,2003-10-01,240613
Lina's spanish songs,Volví a Nacer,Corazón Profundo (Versión Deluxe),66,2013-04-21,222213
Lina's spanish songs,Volverte A Ver,Mi Sangre 2005 Tour Edition,44,2005-01-01,217546
Lina's spanish songs,Yo No Soy Esa Mujer,Pau Factor,39,2013-01-01,225093
Lina's spanish songs,Vida de Rico,Vida de Rico,69,2020-09-21,187426
Lina's spanish songs,Si Tu Novio Te Deja Sola,Si Tu Novio Te Deja Sola,75,2017-03-03,243560
Lina's spanish songs,Ojala Que Llueva Café,Panete Salsa: Le Meilleur de la Musique Latine,43,2012-02-01,255666
Lina's spanish songs,A Puro Dolor - Balada,Son By 4,69,2000-05-23,210186
Lina's spanish songs,Atrévete-Te-Te,Calle 13 (Explicit Version),74,1905-06-27,239306
Lina's spanish songs,Alma Mia,Alma Mia (Versiones Vol. 1),28,2009-09-17,178026
Lina's spanish songs,Alma Mía (feat. Los Macorinos),"Musas (Un Homenaje al Folclore Latinoamericano en Manos de Los Macorinos), Vol. 2",52,2018-02-09,259586
Lina's spanish songs,Soledad y el Mar (feat. Los Macorinos),"Musas (Un Homenaje al Folclore Latinoamericano en Manos de Los Macorinos, Vol. 1)",68,2017-05-05,214546
Lina's spanish songs,El Instante Pasó,8,47,1905-07-07,261888
Lina's spanish songs,Amor Chiquitico,Tiempo,0,2013-05-20,216653
Lina's spanish songs,No Me Caigo Bien,Bálsamo,38,2017-08-11,93226
Lina's spanish songs,Palmar,Fruta (Vol. II),60,2015-06-16,193626
Lina's spanish songs,Es Por Ti,Un Día Normal,76,2002-01-01,250693
Lina's spanish songs,Amor del Bueno,Reyli En La Luna,74,2004-09-14,242026
Lina's spanish songs,Te Mando Flores,Corazón,71,2005-05-01,228680
Lina's spanish songs,Hypotheticals,Obviously,58,2021-03-12,230178
Lina's spanish songs,Llorarás,Una Dimensión De Éxitos,73,1996-01-17,228554
Lina's spanish songs,Dulcito e Coco - Recorded at Spotify Studios NYC,Spotify Singles,54,2018-05-09,182373
Lina's spanish songs,Rosas,París,66,2004-05-10,237026
lil's recs,Just Stay (feat. Def. & JUNNY) - 2021 Remaster,Scene #3,38,2021-03-31,164464
lil's recs,in December (sad night) (Feat. Def.),White,39,2020-12-18,277493
lil's recs,Cry For Love,Bambi - The 3rd Mini Album,63,2021-03-30,210893
lil's recs,Heartbreak Anniversary,TAKE TIME,83,2020-03-27,198370
lil's recs,Love Again,Delight - The 2nd Mini Album,59,2020-05-25,205293
lil's recs,Like I Want You,TAKE TIME,77,2020-03-27,260776
lil's recs,Leave The Door Open,Leave The Door Open,15,2021-03-05,242096
lil's recs,Kiss Me More (feat. SZA),Kiss Me More (feat. SZA),80,2021-04-09,208866
lil's recs,Ya Ya Ya,OBSESSION,47,2019-11-27,222040
lil's recs,Your Dog Loves You,Your Dog Loves You,10,2018-03-28,270003
lil's recs,Bambi,Bambi - The 3rd Mini Album,65,2021-03-30,213053
lil's recs,All I Got,Bambi - The 3rd Mini Album,52,2021-03-30,240360
right now,just like magic,Positions,68,2020-10-30,149900
right now,obvious,Positions,61,2020-10-30,146958
right now,pov,Positions,76,2020-10-30,201882
right now,shut up,Positions,59,2020-10-30,157710
right now,HIT EM WHERE IT HURTS,HIT EM WHERE IT HURTS,0,2020-09-18,165499
right now,Mmmh,KAI - The 1st Mini Album,70,2020-11-30,192346
right now,Amnesia,KAI - The 1st Mini Album,56,2020-11-30,178920
right now,SUPERBLOOM,SUPERBLOOM,67,2020-07-24,213546
right now,Let's Fall in Love for the Night,Let’s Fall In Love For The Night,54,2018-10-19,190348
right now,Light On,Heard It In A Past Life,66,2019-01-18,233880
right now,Vida de Rico,Vida de Rico,69,2020-09-21,187426
right now,Share Your Address,Sing To Me Instead,54,2019-03-29,182466
right now,Reason,KAI - The 1st Mini Album,56,2020-11-30,173906
right now,Hello Stranger,KAI - The 1st Mini Album,52,2020-11-30,168253
right now,off the table (with The Weeknd),Positions,65,2020-10-30,239949
right now,six thirty,Positions,59,2020-10-30,183874
our first dance,A Simple Friday Night,The World Doesn't Need Another Record,0,2016-01-22,214047
road to atl,"Baby, You Make Me Crazy",The Thrill Of It All (Special Edition),52,2017-11-03,207966
road to atl,No Judgement,No Judgement,55,2020-02-07,176283
road to atl,Carry Me Away,Carry Me Away,0,2019-09-06,159134
road to atl,Something Something,Something Something,17,2020-01-17,161532
road to atl,Georgia On My Mind,Georgia On My Mind,48,2018-10-01,204226
road to atl,Golden Hour,Golden Hour,64,2018-03-30,198453
road to atl,Treat People With Kindness,Fine Line,72,2019-12-13,197346
road to atl,First Began,Gumbo,48,2017-04-21,233056
road to atl,Have It Your Way,Have It Your Way,0,2019-03-11,265070
road to atl,Hocus Pocus,Year One,39,2018-05-11,218363
road to atl,If You Were the Rain,Undergrad Romance and the Moses in Me,54,2016-04-08,220588
road to atl,You Keep Me Waiting,FEELS,0,2017-10-20,267933
road to atl,Beyond,Good Thing,72,2018-05-04,240600
road to atl,Power On,Assume Form,0,2019-01-18,246400
road to atl,Are You In Love?,Assume Form,0,2019-01-18,197600
road to atl,Girls Love Beyonce,Even Closer To My Dreams,0,2017-10-06,225776
road to atl,All I Ask,25,0,2016-06-24,271800
road to atl,Ooh Child,Ooh Child,29,2017-11-01,163844
road to atl,Find Someone Like You,#NAME?,44,2019-08-16,206465
road to atl,None For You,None For You,0,2020-04-14,212690
road to atl,God Morning,Handle With Care,37,2020-07-17,203093
road to atl,Super Human,Handle With Care,23,2020-07-17,130883
road to atl,Still In Love - Acoustic,Cold Heart,49,2018-03-09,231533
road to atl,Birds,Birds,48,2020-07-10,218848
road to atl,This Will Be Our Year,Odessey and Oracle,41,1968-04-19,127733
road to atl,Go Thru Your Phone - Live,Gumbo Unplugged (Live),31,2018-03-09,268131
road to atl,Wildflowers,Wildflowers,67,1994-10-21,190320
road to atl,Where Do You Go,Where Do You Go,44,2019-08-09,237493
road to atl,Love Me Less (feat. Quinn XCII),Love Me Less (feat. Quinn XCII),63,2019-04-05,177669
road to atl,Dear Beloved,To All My Friends and Family,1,2018-01-19,246932
road to atl,Sunny Days,Building Balance,0,2019-11-08,190689
road to atl,Safaera,YHLQMDLG,79,2020-02-29,295176
road to atl,A Soft Place to Land,Waitress (Original Broadway Cast Recording),45,2016-06-03,177133
road to atl,I Want Crazy - Encore,Hunter Hayes (Encore),62,1905-07-03,236865
road to atl,This Will Be (An Everlasting Love) - 2003 Remaster,Natalie Cole Anthology,59,2003-01-01,171360
road to atl,Neon Moon,#1s ... and then some,71,2009-09-08,263760
road to atl,Red Dirt Road,Red Dirt Road,66,2003-07-15,260360
road to atl,Our Song,Taylor Swift,71,2006-10-24,201106
road to atl,Build It Better,Build It Better,50,2015-03-19,234473
road to atl,Wanted,Hunter Hayes (Encore),66,1905-07-03,228840
road to atl,Carrying Your Love With Me,Carrying Your Love With Me,68,1997-01-01,232426
road to atl,May I Have This Dance (Remix) [feat. Chance the Rapper],May I Have This Dance (Remix) [feat. Chance the Rapper],53,2017-05-18,195356
road to atl,All The Time,Bahamas is Afie,0,2014-08-19,234973
road to atl,Look What God Gave Her,Center Point Road,70,2019-05-31,168960
road to atl,Boyfriend,BTR,63,2010-10-11,201040
road to atl,Make Out With Me,GIRL,0,2019-03-08,136546
road to atl,Are You Even Real?,Are You Even Real?,51,2020-07-08,231807
road to atl,Can't Believe The Way We Flow,Assume Form,37,2019-01-18,267200
road to atl,(No One Knows Me) Like the Piano,Process,4,2017-02-03,218160
road to atl,Crush,David Archuleta,67,2008-11-11,213520
Apt. 435,Here Comes the Sun,Here Comes The Sun (Expanded Edition),55,1905-05-24,214093
Apt. 435,Holocene,Bon Iver,0,2011-06-21,336613
Apt. 435,This Will Be Our Year,Odessey and Oracle,41,1968-04-19,127733
Apt. 435,Wildflowers,Wildflowers,67,1994-10-21,190320
Apt. 435,Build It Better,Build It Better,50,2015-03-19,234473
Apt. 435,Ooh Child,Ooh Child,29,2017-11-01,163844
Apt. 435,Birds,Birds,48,2020-07-10,218848
Apt. 435,I Shall Cross This River,Reverence for Fallen Trees,0,2009-08-21,201040
Apt. 435,LET'S STAY HOME TONIGHT,H A R D L O V E,55,2016-07-15,200120
Apt. 435,Time,Promised Land,44,2015-05-28,347853
Apt. 435,Bridges,Moonlight,45,2019-04-19,216315
Apt. 435,Promises,Maverick City Vol. 3 Part 1,1,2020-04-17,646239
Apt. 435,Man of Your Word,Maverick City Vol. 3 Part 1,0,2020-04-17,542193
march to aug '20,No Drama,No Drama,11,2020-03-13,176253
march to aug '20,I Really Love Ya,I Really Love Ya,0,2017-03-31,203676
march to aug '20,Woman,Woman,0,2019-10-04,154783
march to aug '20,A God Who Sees (Me & Lucy),"A Table Full of Strangers, Vol. 2",41,2018-01-01,111173
march to aug '20,Spring,Spring,25,2020-01-10,246584
march to aug '20,Say What You Want (I Like Who I Am),Say What You Want (I Like Who I Am),10,2020-04-24,180066
march to aug '20,Rich,Before The Sun Goes Down,11,2018-08-17,177400
march to aug '20,Only 1,My Everything (Deluxe),55,2014-08-25,193986
march to aug '20,LET'S STAY HOME TONIGHT,H A R D L O V E,55,2016-07-15,200120
march to aug '20,Christ The Lord Is with Me (with Amanda Lindsey Cook & Wonder Grace Gretzinger),Forever Amen,47,2020-03-27,266826
march to aug '20,No One Ever Cared for Me Like Jesus,Forever Amen,55,2020-03-27,293440
march to aug '20,Let's Get Married,Gone Now,55,2017-06-02,186053
to my future daughter or son,Light,Atlas: I,59,2014-07-08,262533
to my future daughter or son,Life,Atlas: II,42,2019-11-01,270321
to my future daughter or son,Everything Changes,Waitress (Original Broadway Cast Recording),44,2016-06-03,182146
to my future daughter or son,A God Who Sees (Me & Lucy),"A Table Full of Strangers, Vol. 2",41,2018-01-01,111173
the great escape,Georgia,Dream Your Life Away (Special Edition),65,2014-09-09,230506
the great escape,Hot Heavy Summer,Another Friday Night / Hot Heavy Summer / Sister,53,2018-09-13,229291
disney!!!!!!!!!!!!!,"I Won't Say (I'm In Love) - From ""Hercules"" / Soundtrack Version",Disney's Greatest Volume 1,62,2001-01-01,140093
disney!!!!!!!!!!!!!,I'll Make a Man Out of You,Mulan (Original Soundtrack),71,1998-01-01,201680
disney!!!!!!!!!!!!!,"Be Prepared - From ""The Lion King"" / Soundtrack Version",The Lion King,61,1994-01-01,220213
disney!!!!!!!!!!!!!,A Whole New World,Aladdin Special Edition,67,2004-01-01,160800
disney!!!!!!!!!!!!!,How Far I'll Go,Moana (Original Motion Picture Soundtrack/Deluxe Edition),72,2016-11-18,163386
disney!!!!!!!!!!!!!,"Can You Feel the Love Tonight - From ""The Lion King"" / Soundtrack Version",The Lion King,61,1994-01-01,177786
disney!!!!!!!!!!!!!,"The Bare Necessities - From ""The Jungle Book""/Soundtrack Version",Disney's Greatest Volume 2,42,2001-01-01,291693
disney!!!!!!!!!!!!!,I Wan'na Be Like You (The Monkey Song),The Jungle Book,56,1997-01-01,279453
disney!!!!!!!!!!!!!,Baloo's Blues,The Jungle Book,27,1997-01-01,182933
disney!!!!!!!!!!!!!,Part of Your World,The Little Mermaid: Original Broadway Cast Recording,49,2008-02-26,204573
disney!!!!!!!!!!!!!,"Part of Your World (from ""The Little Mermaid"") - From ""The Little Mermaid"" / Soundtrack Version",The Little Mermaid Greatest Hits,42,2013-01-01,193533
disney!!!!!!!!!!!!!,"Kiss the Girl - From ""The Little Mermaid""/ Soundtrack Version",Disney's Greatest Volume 1,46,2001-01-01,163666
disney!!!!!!!!!!!!!,You'll Be In My Heart,Tarzan Original Soundtrack,0,1999-01-01,258146
disney!!!!!!!!!!!!!,Strangers Like Me,Tarzan Original Soundtrack,0,1999-01-01,180533
disney!!!!!!!!!!!!!,"I Just Can't Wait to Be King - From ""The Lion King""/Soundtrack Version",The Lion King,70,1994-01-01,170880
disney!!!!!!!!!!!!!,"Hakuna Matata - From ""The Lion King""/Soundtrack",The Lion King,71,1994-01-01,213600
disney!!!!!!!!!!!!!,"A Dream Is a Wish Your Heart Makes - From ""Cinderella""/Soundtrack Version",Disney's Greatest Volume 2,46,2001-01-01,276306
disney!!!!!!!!!!!!!,"So This Is Love - From ""Cinderella""",Disney Princess: The Ultimate Song Collection,54,2004-01-01,92600
disney!!!!!!!!!!!!!,"A Spoonful of Sugar - From ""Mary Poppins"" / Soundtrack Version",Mary Poppins,54,1997-01-01,249040
disney!!!!!!!!!!!!!,"Supercalifragilisticexpialidocious - From ""Mary Poppins""/Soundtrack Version",Mary Poppins,46,1997-01-01,123026
disney!!!!!!!!!!!!!,"You Can Fly! You Can Fly! You Can Fly! - From ""Peter Pan""/Soundtrack Version",Disney's Greatest Volume 1,34,2001-01-01,265413
disney!!!!!!!!!!!!!,He Mele No Lilo,Lilo & Stitch,64,2002-01-01,148133
disney!!!!!!!!!!!!!,"Poor Unfortunate Souls - From ""The Little Mermaid"" / Soundtrack Version",Disney's Greatest Vol. 3,31,2002-08-20,291133
disney!!!!!!!!!!!!!,"For the First Time in Forever - From ""Frozen""/Soundtrack Version",Frozen (Original Motion Picture Soundtrack / Deluxe Edition),68,2013-01-01,225080
disney!!!!!!!!!!!!!,"Do You Want to Build a Snowman? - From ""Frozen""/Soundtrack Version",Frozen (Original Motion Picture Soundtrack / Deluxe Edition),69,2013-01-01,206506
disney!!!!!!!!!!!!!,"Love Is an Open Door - From ""Frozen""/Soundtrack Version",Frozen (Original Motion Picture Soundtrack / Deluxe Edition),69,2013-01-01,124733
disney!!!!!!!!!!!!!,"I See the Light - From ""Tangled"" / Soundtrack Version",Tangled,68,2010-01-01,224240
disney!!!!!!!!!!!!!,"That's How You Know - From ""Enchanted""/Soundtrack Version",Enchanted,64,2007-01-01,228960
disney!!!!!!!!!!!!!,"True Love's Kiss - From ""Enchanted""/ Soundtrack Version",Enchanted,49,2007-01-01,192853
disney!!!!!!!!!!!!!,Shiny,Moana (Original Motion Picture Soundtrack/Deluxe Edition),63,2016-11-18,185466
disney!!!!!!!!!!!!!,You're Welcome,Moana (Original Motion Picture Soundtrack/Deluxe Edition),73,2016-11-18,163893
disney!!!!!!!!!!!!!,Zero To Hero,Hercules (Original Motion Picture Soundtrack),0,1997-01-01,140573
disney!!!!!!!!!!!!!,A Girl Worth Fighting For,Mulan (Original Soundtrack),62,1998-01-01,146053
disney!!!!!!!!!!!!!,"You've Got a Friend in Me - From ""Toy Story""/Soundtrack Version",Toy Story,69,1995-01-01,124160
disney!!!!!!!!!!!!!,"Ev'rybody Wants to Be a Cat - From ""The Aristocats""",Disney Classics,0,2013-01-01,121293
disney!!!!!!!!!!!!!,"""Ten Minutes Ago""",Rodgers + Hammerstein's Cinderella (Original Broadway Cast),0,2013-05-07,172506
disney!!!!!!!!!!!!!,"Circle of Life - From ""The Lion King""/ Soundtrack",The Lion King,65,1994-01-01,239146
disney!!!!!!!!!!!!!,Go the Distance,Hercules (Original Motion Picture Soundtrack),0,1997-01-01,194160
disney!!!!!!!!!!!!!,Under the Sea,The Little Mermaid Special Edition,68,2006-01-01,195146
disney!!!!!!!!!!!!!,"Colors of the Wind - From ""Pocahontas"" / Soundtrack Version",Pocahontas,64,1995-01-01,214400
disney!!!!!!!!!!!!!,"Happy Working Song - From ""Enchanted"" / Soundtrack Version",Enchanted,59,2007-01-01,129613
disney!!!!!!!!!!!!!,The Gospel Truth I / Main Titles - Hercules,Hercules (Original Motion Picture Soundtrack),0,1997-01-01,145639
disney!!!!!!!!!!!!!,Honor To Us All,Mulan (Original Soundtrack),59,1998-01-01,183200
disney!!!!!!!!!!!!!,Your Crowning Glory,The Princess Diaries 2: Royal Engagement,42,2004-01-01,162546
disney!!!!!!!!!!!!!,"Some Day My Prince Will Come - From ""Snow White and the Seven Dwarfs"" / Soundtrack Version",Disney Princess: The Ultimate Song Collection,42,2004-01-01,114253
disney!!!!!!!!!!!!!,"Once Upon a Dream - From ""Sleeping Beauty"" / Soundtrack Version",Disney's Greatest Volume 1,48,2001-01-01,167013
disney!!!!!!!!!!!!!,"On My Way - From ""Brother Bear""/Soundtrack Version",Brother Bear,58,2003-01-01,220293
disney!!!!!!!!!!!!!,Hawaiian Roller Coaster Ride,Lilo & Stitch,66,2002-01-01,208226
disney!!!!!!!!!!!!!,"Almost There - From ""The Princess and the Frog"" / Soundtrack Version",The Princess and the Frog,0,2009-01-01,144426
disney!!!!!!!!!!!!!,"Belle - From ""Beauty and the Beast""/Soundtrack Version",Beauty and the Beast,54,1991-01-01,309133
feb '20,All I've Ever Known,Hadestown (Original Broadway Cast Recording),53,2019-07-26,243331
feb '20,Georgia On My Mind,Georgia On My Mind,48,2018-10-01,204226
feb '20,C-Side,C-Side,0,2020-01-15,283406
feb '20,56,Living Liturgies,37,2016-04-28,331684
feb '20,Let's Get Married - MTV Unplugged,MTV Unplugged,33,2017-11-10,183653
feb '20,High Fashion (feat. Mustard),Please Excuse Me for Being Antisocial,72,2019-12-06,220486
feb '20,Annemarie,Santa Barbara Soul Music,31,2019-03-03,238236
feb '20,Addicted,Addicted,15,2019-08-02,243761
feb '20,Something Something,Something Something,17,2020-01-17,161532
feb '20,Consider Me,Building Balance,0,2019-11-08,184952
feb '20,IVORY,IVORY,29,2019-08-18,229471
feb '20,Lay It Down,Building Balance,0,2019-11-08,176522
feb '20,What Have I Done,Without Fear,55,2019-10-04,217081
feb '20,The Corner,Without Fear,43,2019-10-04,201326
feb '20,Girl - Acoustic,Girl (Acoustic),0,2018-08-17,211881
feb '20,You Bring Me Joy,You Bring Me Joy,21,2019-04-17,148148
feb '20,Mama,Mama,33,2019-05-10,162506
feb '20,Aren't You Lovely,Aren't You Lovely,0,2018-10-09,209333
feb '20,Daydream,Foreword,38,2013-01-01,240532
feb '20,No Judgement,No Judgement,55,2020-02-07,176283
feb '20,Ohio,Live for Home,36,2019-11-22,233980
that new new country,Dear Rodeo,Ain't Nothin' to It,62,2019-01-18,254653
that new new country,Ride With Me,A Different Day,57,2011-10-31,215600
that new new country,Dance Her Home,Cowboy Like Me,67,2014-01-14,174680
that new new country,Diamond In My Pocket,A Different Day,68,2011-10-31,196906
that new new country,Me and My Kind,Cowboy Like Me,70,2014-01-14,156200
that new new country,With You I Am,Gotta Be Me,66,2016-08-05,220893
that new new country,Nothin' on You,Ain't Nothin' to It,63,2019-01-18,260466
that new new country,On My Way to You,Ain't Nothin' to It,64,2019-01-18,213306
that new new country,Good as You,Experiment Extended,65,2019-11-01,192053
that new new country,Beer Can’t Fix,Center Point Road,67,2019-05-31,209733
that new new country,One Man Band,Old Dominion,0,2019-01-18,186520
that new new country,Look What God Gave Her,Center Point Road,70,2019-05-31,168960
that new new country,Marry Me,Life Changes (Big Machine Radio Release Special),50,2017-09-08,206226
that new new country,Golden Hour,Golden Hour,64,2018-03-30,198453
that new new country,Make Out With Me,GIRL,0,2019-03-08,136546
that new new country,GIRL,GIRL,0,2019-03-08,250653
that new new country,To Hell & Back,GIRL,0,2019-03-08,195586
that new new country,Blessed,Center Point Road,57,2019-05-31,214173
that new new country,Made For You,Greetings From...Jake,68,2019-03-29,238400
that new new country,Neon Moon - with Kacey Musgraves,Reboot,65,2019-04-05,278200
that new new country,Don't Let Her,Don't Let Her,55,2019-05-17,193753
that new new country,Prayed For You,Everywhere But On,62,2019-10-25,210373
that new new country,She's Like Texas,She's Like Texas,54,2010-02-16,235253
when you realize you’re both in love,Intro,My Everything (Deluxe),50,2014-08-25,79840
when you realize you’re both in love,Consider Me,Building Balance,0,2019-11-08,184952
when you realize you’re both in love,Jore,Jore,0,2020-01-30,176326
when you realize you’re both in love,Let's Get Married,Gone Now,55,2017-06-02,186053
when you realize you’re both in love,Everywhere - 2017 Remaster,Tango In the Night (Deluxe Edition),77,1987-04-13,226653
when you realize you’re both in love,golden thing,golden thing,57,2019-10-18,219300
when you realize you’re both in love,IVORY,IVORY,29,2019-08-18,229471
when you realize you’re both in love,Find Someone Like You,#NAME?,44,2019-08-16,206465
when you realize you’re both in love,Are You Even Real?,Are You Even Real?,51,2020-07-08,231807
jan '20,comethru,"summer,",78,2018-09-28,181613
jan '20,So Good Looking,So Good Looking,26,2019-06-21,203285
jan '20,The Box,Please Excuse Me for Being Antisocial,80,2019-12-06,196652
jan '20,Intro,Let's Go Sunshine,0,2018-08-31,20583
jan '20,Face To Face,Free Time,61,2019-09-13,203746
jan '20,Adiza,Adiza,28,2019-12-06,190654
jan '20,Fear of Failure,Fear of Failure,11,2019-12-06,222960
jan '20,Treat People With Kindness,Fine Line,72,2019-12-13,197346
jan '20,"Water, Fall","Water, Fall",37,2019-09-15,257720
jan '20,Have It Your Way,Have It Your Way,0,2019-03-11,265070
jan '20,Praying for a Little Rain,Praying for a Little Rain,36,2019-05-31,248010
jan '20,Run Away With Me (Live),The Radio in My Head: Live at 54 Below,32,2013-09-05,209146
jan '20,Honeybee,Living Mirage,65,2019-05-17,196055
jan '20,Yummy,Yummy,68,2020-01-03,210426
jan '20,Watermelon Sugar,Watermelon Sugar,7,2019-11-17,174000
jan '20,You Belong With Me,Fearless,70,2008-11-11,231133
summer2019,GIRL,GIRL,0,2019-03-08,250653
summer2019,To Those Who Wait,To Those Who Wait - Live EP,29,2012-03-16,359199
summer2019,You Don't Mess Around With Jim,You Don't Mess Around With Jim,0,1972-01-01,183066
summer2019,Soledad y el Mar (feat. Los Macorinos),"Musas (Un Homenaje al Folclore Latinoamericano en Manos de Los Macorinos, Vol. 1)",68,2017-05-05,214546
summer2019,The Bones,GIRL,1,2019-03-08,197293
summer2019,Prayed for You,Last of the Best,0,2018-03-16,211546
summer2019,Alma Mía (feat. Los Macorinos),"Musas (Un Homenaje al Folclore Latinoamericano en Manos de Los Macorinos), Vol. 2",52,2018-02-09,259586
summer2019,(No One Knows Me) Like the Piano,Process,4,2017-02-03,218160
summer2019,Look What God Gave Her,Look What God Gave Her,0,2019-03-01,168214
summer2019,Trust,Happiness Begins,42,2019-06-07,180600
summer2019,Love Her,Happiness Begins,56,2019-06-07,193133
summer2019,Mess,Mess,0,2019-03-01,212826
summer2019,DOLLAR,DOLLAR,56,2019-07-10,203486
summer2019,Chunky,24K Magic,69,2016-11-17,186973
summer2019,Jesus In LA,Jesus In LA,0,2019-07-16,172606
summer2019,Cariño Mío,Cariño Mío,43,2019-07-26,197106
Angola 70's,Uaué Mua N'gola,Música de Angola e Meregues,4,2014-09-29,258346
Angola 70's,Imperalismo,Memórias,2,1905-06-29,261640
Angola 70's,Massanga Mama,Angola Soundtrack: The Unique Sound of Luanda: 1968-1976 (Analog Africa No. 9),8,2010-11-22,761826
Angola 70's,Eu Vou Voltar,Memórias,4,1905-06-24,424053
Angola 70's,Lamento de Angélica,Angola Anos d'Ouro: Reviver David Zé,5,2015-09-28,265320
Angola 70's,Imbua I Boza,N´gola Binga Cuá Zambi,0,1905-05-23,156640
Angola 70's,Kía lumingo,Soul of Angola: Anthologie De La Musique Angolaise 1965 - 1975,5,1905-06-23,205653
Angola 70's,Mona Ku Jimbe Manheno,40 Anos a Cantar Angola,1,2016-01-15,218200
Angola 70's,Kisua Ki Ngui Fua,Reviver Vol.1,6,1905-06-20,206133
Angola 70's,Gajageira,Mulundo,2,1905-07-03,255773
Angola 70's,Mama Ku Dilé,Angola Anos D´ouro Reviver,1,1905-06-02,180066
Angola 70's,Rebita,Angola Maravilha,11,1905-06-19,402991
Angola 70's,Kadika Zeka,Angola Anos D´ouro Reviver,1,1905-06-02,177853
Angola 70's,Mana,Soul of Angola: Anthologie De La Musique Angolaise 1965 - 1975,10,1905-06-23,202333
Angola 70's,Kamba Ba Laumba,Soul of Angola: Anthologie De La Musique Angolaise 1965 - 1975,7,1905-06-23,235226
Angola 70's,Guerrilheiro do Musseke,Proibido Ouvir Isso,0,1905-07-03,282200
Angola 70's,Tia,Soul of Angola: Anthologie De La Musique Angolaise 1965 - 1975,13,1905-06-23,227960
Angola 70's,Dioguito,Estou de Volta,15,1905-07-05,256372
Angola 70's,Malananza,Música de Angola e Meregues,2,2014-09-29,145626
Angola 70's,Kapuete Kamundanda,Paulo Flores e Amigos Vol.1,0,1905-07-04,294922
Angola 70's,Kalumba,N´gola Binga Cuá Zambi,3,1905-05-23,182640
Angola 70's,Comboio,Angola Soundtrack: The Unique Sound of Luanda: 1968-1976 (Analog Africa No. 9),14,2010-11-22,213560
Angola 70's,Chofer de Praça,Soul of Angola: Anthologie De La Musique Angolaise 1965 - 1975,13,1905-06-23,211933
Angola 70's,Ela É Boa,Picante Vol. 4,11,1905-07-03,315146
Angola 70's,Esse Teu Jeito,Guilherme Silva,4,2015-07-14,258306
Angola 70's,Kunanga de Amor,Kandongueiro Voador,0,2017-10-28,262000
Angola 70's,Coisas da Terra,Best Of,27,2016-07-18,414000
Angola 70's,Merengue de S. António,Música de Angola e Meregues,10,2014-09-29,151706
Angola 70's,Dilangue,Rebita (Analog Africa Dance Edition No. 4),3,1905-07-05,218320
Angola 70's,Lale Os Jovens do Prenda,Música de Angola e Meregues,3,2014-09-29,220626
Angola 70's,Maria do Castelo,Maria do Castelo,0,2017-01-25,263705
Angola 70's,Beijo Rainha,Por Amor,36,2016-09-30,238773
Angola 70's,Maria Dia Pambala,N´gola Binga Cuá Zambi,2,1905-05-23,314640
Angola 70's,Matutar Na Cachimónia,Best Of,15,2016-07-18,246000
Angola 70's,Quando Fui a Benguela,Quando Fui a Benguela (Série Sodad - Vol. 5),7,2015-01-22,209133
Angola 70's,Canto de Rua,Best Of,5,2016-07-18,288000
Angola 70's,N'Zambi,Soul of Angola: Anthologie De La Musique Angolaise 1965 - 1975,7,1905-06-23,203053
Angola 70's,Kandengue Atrevido,Kandengue Atrevido,19,2013-07-07,255294
Angola 70's,Cusas Di Coraçon,Intelectual,19,2001-11-13,362560
Angola 70's,Povo que lavas no rio,Asas fechadas,0,1905-05-15,302826
